experiment,condition,trial,order,status,valid,target_ms,iterations,reference_a_ms,a_event_ms,a_effective_gflops,b_event_ms,invalidate_delay_ms,a_pending_before_destroy,destroy_result,cpu_a,cpu_b,cpu_control,t_A_launch_ns,t_A_launch_return_ns,t_A_start_observed_ns,A_start_gpu_ns,t_invalidate_ns,t_invalidate_seen_ns,t_A_query_begin_ns,t_A_query_end_ns,t_destroy_begin_ns,t_destroy_return_ns,t_B_ready_ns,t_B_trigger_seen_ns,t_B_launch_ns,t_B_launch_return_ns,t_B_complete_ns,invalidate_dispatch_us,destroy_latency_us,invalidate_to_destroy_return_us,handoff_us,b_launch_api_us,b_request_us,b_takeover_us,B_start_gpu_ns,B_end_gpu_ns,t_B_start_est_ns,t_B_start_lower_ns,t_B_start_upper_ns,clock_bracket_ns,clock_offset_change_ns,start_est_valid
takeover,wait-then-destroy,9,0,ok,1,10,1857,9.9727363586425781,nan,nan,0.0081919999793171883,1,1,0,0,1,2,4238073541982242,4238073541985225,4238073542157345,1790059449658754048,4238073543157647,4238073543157934,4238073543157965,4238073543158716,4238073548212457,4238073623184241,4238073541980384,4238073623184722,4238073623187171,4238073623189682,4238073623308292,0.28699999999999998,74971.784,80026.593999999997,2.9300000000000002,2.5110000000000001,121.121,80150.645000000004,1790059449739899904,1790059449739899904,4238073623299656.5,4238073623291948,4238073623307365,14128,1593,1
takeover,b_with_idle_a,9,1,ok,1,10,1857,9.9727363586425781,nan,nan,0.0071680000983178616,nan,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4238073751915989,4238073751923712,4238073752097651,nan,nan,nan,nan,7.7229999999999999,181.66200000000001,nan,1790059449868687360,1790059449868687360,nan,nan,nan,nan,nan,0
takeover,destroy,9,1,ok,1,10,1857,9.9727363586425781,nan,nan,0.0081919999793171883,1,1,0,0,1,2,4238073752337651,4238073752340562,4238073752513669,1790059449869106176,4238073753513956,4238073753514322,4238073753514474,4238073753515176,4238073753515837,4238073833806271,4238073752331342,4238073833806912,4238073833808785,4238073833811277,4238073833931781,0.36599999999999999,80290.433999999994,80292.315000000002,2.5139999999999998,2.492,122.996,80417.824999999997,1790059449950519296,1790059449950519296,4238073833923575,4238073833916227,4238073833930923,13609,1538.5,1
calibration,a_only,0,0,ok,1,100,33921,99.800064086914062,99.800064086914062,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0
takeover,b_with_idle_a,0,0,ok,1,100,33921,99.800064086914062,nan,nan,0.0061440002173185349,nan,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4238074292790852,4238074292794012,4238074292950626,nan,nan,nan,nan,3.1600000000000001,159.774,nan,1790059450409530368,1790059450409530368,nan,nan,nan,nan,nan,0
takeover,destroy,0,0,ok,1,100,33921,99.800064086914062,nan,nan,0.0071680000983178616,10,1,0,0,1,2,4238074293178639,4238074293180660,4238074293334825,1790059450409917440,4238074303335154,4238074303335566,4238074303335706,4238074303336403,4238074303336999,4238074465065445,4238074293173916,4238074465066085,4238074465068855,4238074465071757,4238074465178088,0.41199999999999998,161728.446,161730.291,3.4100000000000001,2.9020000000000001,109.233,161842.93400000001,1790059450581753856,1790059450581754880,4238074465169067,4238074465161327,4238074465176807,12532,3299,1
takeover,b_with_idle_a,0,1,ok,1,100,33921,99.800064086914062,nan,nan,0.0071680000983178616,nan,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4238074590160879,4238074590169659,4238074590325125,nan,nan,nan,nan,8.7799999999999994,164.24600000000001,nan,1790059450706897920,1790059450706897920,nan,nan,nan,nan,nan,0
takeover,wait-then-destroy,0,1,ok,1,100,33921,99.800064086914062,nan,nan,0.0071680000983178616,10,1,0,0,1,2,4238074590609850,4238074590612510,4238074590767153,1790059450707344384,4238074600767358,4238074600767700,4238074600767792,4238074600768515,4238074689506472,4238074768180535,4238074590603359,4238074768181053,4238074768184305,4238074768189752,4238074768295112,0.34200000000000003,78674.062999999995,167413.177,3.77,5.4470000000000001,110.807,167527.75399999999,1790059450884865024,1790059450884865024,4238074768286191,4238074768278050,4238074768294332,12566,4168.5,1
takeover,b_with_idle_a,1,0,ok,1,100,33921,99.800064086914062,nan,nan,0.0071680000983178616,nan,-1,-1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,4238074900741192,4238074900749103,4238074900905231,nan,nan,nan,nan,7.9109999999999996,164.03899999999999,nan,1790059451017473024,1790059451017473024,nan,nan,nan,nan,nan,0
takeover,wait-then-destroy,1,0,ok,1,100,33921,99.800064086914062,nan,nan,0.0071680000983178616,10,1,0,0,1,2,4238074901185742,4238074901188678,4238074901342515,1790059451017913344,4238074911342739,4238074911343105,4238074911343200,4238074911343866,4238075000082030,4238075096240055,4238074901180526,4238075096241302,4238075096245833,4238075096254882,4238075096356178,0.36599999999999999,96158.024999999994,184897.31599999999,5.7779999999999996,9.0489999999999995,110.345,185013.43900000001,1790059451212919808,1790059451212919808,4238075096346913.5,4238075096338866,4238075096354961,12664,3880,1
