experiment,condition,trial,order,status,valid,target_ms,iterations,reference_a_ms,a_event_ms,a_effective_gflops,b_event_ms,invalidate_delay_ms,a_pending_before_destroy,destroy_result,cpu_a,cpu_b,cpu_control,t_A_launch_ns,t_A_launch_return_ns,t_A_start_observed_ns,A_start_gpu_ns,t_invalidate_ns,t_invalidate_seen_ns,t_A_query_begin_ns,t_A_query_end_ns,t_destroy_begin_ns,t_destroy_return_ns,t_B_ready_ns,t_B_trigger_seen_ns,t_B_launch_ns,t_B_launch_return_ns,t_B_complete_ns,invalidate_dispatch_us,destroy_latency_us,invalidate_to_destroy_return_us,handoff_us,b_launch_api_us,b_request_us,b_takeover_us,B_start_gpu_ns,B_end_gpu_ns,t_B_start_est_ns,t_B_start_lower_ns,t_B_start_upper_ns,clock_bracket_ns,clock_offset_change_ns,start_est_valid,invalidate_to_b_launch_us,invalidate_to_b_gpu_start_est_us,invalidate_to_b_gpu_start_lower_us,invalidate_to_b_gpu_start_upper_us,a_pending_after_invalidate,a_event_pending_after_b_complete,a_context_alive_after_b_complete,t_A_post_B_query_begin_ns,t_A_post_B_query_end_ns,t_A_complete_observed_ns,a_launch_seq,b_launch_seq
live-handoff,serial-destroy,9,1,ok,1,10,3428,9.9860477447509766,nan,nan,0.0071680000983178616,0.99860477447509766,1,0,0,1,2,4241562315151029,4241562315152729,4241562315307696,1790062938366981120,4241562316306460,4241562316306728,4241562316306745,4241562316307007,4241562316307653,4241562395129432,4241562315149397,4241562395130077,4241562395132702,4241562395136235,4241562395244059,0.26800000000000002,78821.778999999995,78822.971999999994,3.27,3.5329999999999999,111.357,78937.599000000002,1790062938446912512,1790062938446912512,4241562395235379,4241562395227825,4241562395242933,14045,1637.5,1,78826.241999999998,78928.918999999994,78921.365000000005,78936.472999999998,1,-1,0,0,0,0,221,431
live-handoff,idle,9,2,ok,1,10,3428,9.9850244522094727,nan,nan,0.0071680000983178616,0,0,-1,0,1,2,0,0,0,0,4241562525606201,4241562525606415,4241562525606454,4241562525607384,0,0,4241562525604949,4241562525606548,4241562525609945,4241562525614669,4241562525624737,0.214,nan,nan,nan,4.7240000000000002,14.792,18.536000000000001,1790062938577291264,1790062938577291264,4241562525617482,4241562525610580,4241562525624384,13804,729.5,1,3.7440000000000002,11.281000000000001,4.3789999999999996,18.183,0,0,1,4241562525624976,4241562525625228,0,0,446
calibration,a_only,0,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
calibration,a_with_idle_b,0,0,ok,1,100,34294,99.823616027832031,99.823616027832031,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,0,0,ok,1,100,34294,99.825660705566406,100.22195434570312,19375.322914557128,0.0071680000983178616,9.9825660705566417,1,-1,0,1,2,4241563083642694,4241563083644636,4241563083799038,1790062939135458304,4241563093781875,4241563093782258,4241563093782367,4241563093782806,0,0,4241563083640891,4241563093782281,4241563093784031,4241563093786134,4241563094487744,0.38300000000000001,nan,nan,nan,2.1030000000000002,703.71299999999997,705.86900000000003,1790062939146143744,1790062939146143744,4241563094480744,4241563094473744,4241563094487744,14855,662.5,1,2.1560000000000001,698.86900000000003,691.86900000000003,705.86900000000003,1,1,1,4241563094488023,4241563094488285,4241563184019839,246,464
live-handoff,serial-destroy,0,1,ok,1,100,34294,99.825660705566406,nan,nan,0.0071680000983178616,9.9825660705566417,1,0,0,1,2,4241563293997553,4241563294000250,4241563294155853,1790062939345811456,4241563304138661,4241563304139074,4241563304139200,4241563304139472,4241563304140398,4241563469396513,4241563293995368,4241563469397397,4241563469400111,4241563469404907,4241563469511424,0.41299999999999998,165256.11499999999,165257.85200000001,3.5979999999999999,4.7960000000000003,111.313,165372.76300000001,1790062939521160192,1790062939521160192,4241563469501666,4241563469492978,4241563469510354,15297,3232,1,165261.45000000001,165363.005,165354.31700000001,165371.693,1,-1,0,0,0,0,251,479
live-handoff,idle,0,2,ok,1,100,34294,99.825660705566406,nan,nan,0.0081919999793171883,0,0,-1,0,1,2,0,0,0,0,4241563692475095,4241563692475329,4241563692475371,4241563692476243,0,0,4241563692473747,4241563692475503,4241563692478792,4241563692483578,4241563692494104,0.23400000000000001,nan,nan,nan,4.7859999999999996,15.311999999999999,19.009,1790062939744138240,1790062939744138240,4241563692485994,4241563692478792,4241563692493196,14445,610.5,1,3.6970000000000001,10.898999999999999,3.6970000000000001,18.100999999999999,0,0,1,4241563692494364,4241563692494601,0,0,494
calibration,a_with_idle_b,1,0,ok,1,100,34294,99.824638366699219,99.824638366699219,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,1,0,ok,1,100,34294,99.824638366699219,nan,nan,0.0071680000983178616,9.9824638366699219,1,0,0,1,2,4241563909001394,4241563909003881,4241563909158025,1790062939960802304,4241563919140674,4241563919141078,4241563919141186,4241563919141546,4241563919142341,4241564079351232,4241563908999787,4241564079351623,4241564079353890,4241564079358286,4241564079463729,0.40400000000000003,160208.891,160210.55799999999,2.6579999999999999,4.3959999999999999,109.839,160323.05499999999,1790062940131101696,1790062940131101696,4241564079455034.5,4241564079446614,4241564079463455,14085,3394,1,160213.21599999999,160314.36050000001,160305.94,160322.78099999999,1,-1,0,0,0,0,268,509
live-handoff,idle,1,1,ok,1,100,34294,99.825660705566406,nan,nan,0.0081919999793171883,0,0,-1,0,1,2,0,0,0,0,4241564301710782,4241564301711019,4241564301711059,4241564301711833,0,0,4241564301709316,4241564301711182,4241564301714906,4241564301719759,4241564301730288,0.23699999999999999,nan,nan,nan,4.8529999999999998,15.382,19.506,1790062940353363968,1790062940353363968,4241564301723423.5,4241564301716559,4241564301730288,14351,13,1,4.1239999999999997,12.641500000000001,5.7770000000000001,19.506,0,0,1,4241564301730535,4241564301730788,0,0,524
live-handoff,live-handoff,1,2,ok,1,100,34294,99.825660705566406,100.21068572998047,19377.5016549463,0.0071680000983178616,9.9825660705566417,1,-1,0,1,2,4241564411643209,4241564411651203,4241564411799626,1790062940463434752,4241564421782447,4241564421782882,4241564421782990,4241564421783425,0,0,4241564411632012,4241564421782935,4241564421784667,4241564421787052,4241564422481728,0.435,nan,nan,nan,2.3849999999999998,697.06100000000004,699.28099999999995,1790062940474113024,1790062940474113024,4241564422474865,4241564422468002,4241564422481728,12866,2712,1,2.2200000000000002,692.41800000000001,685.55499999999995,699.28099999999995,1,1,1,4241564422482059,4241564422482379,4241564512010565,277,539
calibration,a_with_idle_b,2,0,ok,1,100,34282,99.789825439453125,99.789825439453125,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,2,0,ok,1,100,34282,99.790847778320312,nan,nan,0.0071680000983178616,0,0,-1,0,1,2,0,0,0,0,4241564728708749,4241564728709187,4241564728709246,4241564728709788,0,0,4241564728707537,4241564728709090,4241564728711918,4241564728716133,4241564728726538,0.438,nan,nan,nan,4.2149999999999999,14.619999999999999,17.789000000000001,1790062940780351488,1790062940780351488,4241564728719124,4241564728711918,4241564728726330,13988,659.5,1,3.169,10.375,3.169,17.581,0,0,1,4241564728726803,4241564728727087,0,0,554
live-handoff,live-handoff,2,1,ok,1,100,34282,99.790847778320312,100.17075347900391,19378.44314742897,0.0071680000983178616,9.979084777832032,1,-1,0,1,2,4241564838467654,4241564838470586,4241564838624704,1790062940890251264,4241564848603966,4241564848604435,4241564848604566,4241564848604950,0,0,4241564838465742,4241564848604609,4241564848608366,4241564848613529,4241564849306658,0.46899999999999997,nan,nan,nan,5.1630000000000003,698.29200000000003,702.69200000000001,1790062940900929536,1790062940900929536,4241564849299066.5,4241564849291475,4241564849306658,15512,1442.5,1,4.4000000000000004,695.10050000000001,687.50900000000001,702.69200000000001,1,1,1,4241564849306946,4241564849307200,4241564938794771,294,569
live-handoff,serial-destroy,2,2,ok,1,100,34282,99.790847778320312,nan,nan,0.0081919999793171883,9.979084777832032,1,0,0,1,2,4241565048744973,4241565048746961,4241565048902146,1790062941100525568,4241565058881486,4241565058881874,4241565058881994,4241565058882352,4241565058883173,4241565236186509,4241565048742770,4241565236187063,4241565236189420,4241565236192908,4241565236301315,0.38800000000000001,177303.33600000001,177305.02299999999,2.911,3.488,111.895,177419.829,1790062941287917568,1790062941287917568,4241565236291739,4241565236282919,4241565236300559,14816,3967,1,177307.93400000001,177410.253,177401.43299999999,177419.073,1,-1,0,0,0,0,299,584
calibration,a_with_idle_b,3,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,3,0,ok,1,100,34282,99.789825439453125,100.18303680419922,19376.067179135815,0.0061440002173185349,9.9789825439453139,1,-1,0,1,2,4241565565385023,4241565565388288,4241565565541915,1790062941617155072,4241565575521120,4241565575521614,4241565575521708,4241565575522282,0,0,4241565565381088,4241565575521632,4241565575523240,4241565575525367,4241565576225779,0.49399999999999999,nan,nan,nan,2.1269999999999998,702.53899999999999,704.65899999999999,1790062941627836416,1790062941627836416,4241565576219636.5,4241565576213494,4241565576225779,14563,1682,1,2.1200000000000001,698.51649999999995,692.37400000000002,704.65899999999999,1,1,1,4241565576225958,4241565576226180,4241565665724796,312,599
live-handoff,serial-destroy,3,1,ok,1,100,34282,99.790847778320312,nan,nan,0.0081919999793171883,9.979084777832032,1,0,0,1,2,4241565775646235,4241565775648302,4241565775804253,1790062941827414016,4241565785783607,4241565785784040,4241565785784153,4241565785784487,4241565785785227,4241565946188231,4241565775644108,4241565946188789,4241565946190784,4241565946193424,4241565946301880,0.433,160403.00399999999,160404.62400000001,2.5529999999999999,2.6400000000000001,111.096,160518.27299999999,1790062941997904896,1790062941997904896,4241565946292663.5,4241565946283876,4241565946301451,14608,4027,1,160407.177,160509.05650000001,160500.269,160517.84400000001,1,-1,0,0,0,0,317,614
live-handoff,idle,3,2,ok,1,100,34282,99.790847778320312,nan,nan,0.0081919999793171883,0,0,-1,0,1,2,0,0,0,0,4241566166854464,4241566166854687,4241566166854734,4241566166855406,0,0,4241566166853275,4241566166854880,4241566166857852,4241566166862897,4241566166873460,0.223,nan,nan,nan,5.0449999999999999,15.608000000000001,18.995999999999999,1790062942218471424,1790062942218472448,4241566166865032,4241566166857852,4241566166872212,14753,791.5,1,3.3879999999999999,10.568,3.3879999999999999,17.748000000000001,0,0,1,4241566166873726,4241566166873972,0,0,629
calibration,a_with_idle_b,4,0,ok,1,100,34294,99.823616027832031,99.823616027832031,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,4,0,ok,1,100,34294,99.825660705566406,nan,nan,0.0071680000983178616,9.9825660705566417,1,0,0,1,2,4241566383360436,4241566383363955,4241566383517025,1790062942435115008,4241566393499934,4241566393500414,4241566393500471,4241566393501009,4241566393501890,4241566554196563,4241566383357375,4241566554197231,4241566554199117,4241566554201809,4241566554307174,0.47999999999999998,160694.67300000001,160696.62899999999,2.5539999999999998,2.6920000000000002,108.057,160807.23999999999,1790062942605898752,1790062942605898752,4241566554298068,4241566554289474,4241566554306662,15089,3251.5,1,160699.18299999999,160798.13399999999,160789.54000000001,160806.728,1,-1,0,0,0,0,334,644
live-handoff,idle,4,1,ok,1,100,34294,99.825660705566406,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241566774880791,4241566774881077,4241566774881122,4241566774881848,0,0,4241566774876483,4241566774881013,4241566774882387,4241566774884400,4241566774894641,0.28599999999999998,nan,nan,nan,2.0129999999999999,12.254,13.85,1790062942826483712,1790062942826483712,4241566774888672.5,4241566774882704,4241566774894641,11932,583.5,1,1.5960000000000001,7.8815,1.913,13.85,0,0,1,4241566774894807,4241566774895052,0,0,659
live-handoff,live-handoff,4,2,ok,1,100,34294,99.826690673828125,100.21683502197266,19376.312653959296,0.0071680000983178616,9.9826690673828136,1,-1,0,1,2,4241566884609263,4241566884613689,4241566884765865,1790062942936354816,4241566894748807,4241566894749265,4241566894749373,4241566894749875,0,0,4241566884606742,4241566894749361,4241566894751407,4241566894756965,4241566895446093,0.45800000000000002,nan,nan,nan,5.5579999999999998,694.68600000000004,697.28599999999994,1790062942947031040,1790062942947031040,4241566895438580.5,4241566895431068,4241566895446093,14672,1916,1,2.6000000000000001,689.77350000000001,682.26099999999997,697.28599999999994,1,1,1,4241566895446310,4241566895446580,4241566984981478,343,674
calibration,a_with_idle_b,5,0,ok,1,100,34294,99.823616027832031,99.823616027832031,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,5,0,ok,1,100,34294,99.825660705566406,nan,nan,0.010239999741315842,0,0,-1,0,1,2,0,0,0,0,4241567201959923,4241567201960237,4241567201960277,4241567201960700,0,0,4241567201958353,4241567201960249,4241567201963286,4241567201969710,4241567201980572,0.314,nan,nan,nan,6.4240000000000004,17.286000000000001,20.649000000000001,1790062943253559296,1790062943253559296,4241567201972521.5,4241567201965369,4241567201979674,14305,217.5,1,3.363,12.5985,5.4459999999999997,19.751000000000001,0,0,1,4241567201980763,4241567201980981,0,0,689
live-handoff,live-handoff,5,1,ok,1,100,34294,99.825660705566406,100.47180938720703,19327.140024844139,0.0071680000983178616,9.9825660705566417,1,-1,0,1,2,4241567311768290,4241567311770718,4241567311925218,1790062943363506176,4241567321908016,4241567321908273,4241567321908376,4241567321908723,0,0,4241567311766747,4241567321908608,4241567321911651,4241567321916536,4241567322610911,0.25700000000000001,nan,nan,nan,4.8849999999999998,699.25999999999999,702.89499999999998,1790062943374187520,1790062943374187520,4241567322602971.5,4241567322595032,4241567322610911,14498,2955,1,3.6349999999999998,694.95550000000003,687.01599999999996,702.89499999999998,1,1,1,4241567322611258,4241567322611489,4241567412395418,360,704
live-handoff,serial-destroy,5,2,ok,1,100,34294,99.825660705566406,nan,nan,0.0081919999793171883,9.9825660705566417,1,0,0,1,2,4241567522363341,4241567522365023,4241567522519619,1790062943574096896,4241567532502431,4241567532502785,4241567532502877,4241567532503165,4241567532503820,4241567696679824,4241567522361604,4241567696680391,4241567696683513,4241567696687398,4241567696794720,0.35399999999999998,164176.00399999999,164177.39300000001,3.6890000000000001,3.8849999999999998,111.20699999999999,164292.28899999999,1790062943748365312,1790062943748365312,4241567696785884.5,4241567696777515,4241567696794254,14008,3495.5,1,164181.08199999999,164283.4535,164275.084,164291.823,1,-1,0,0,0,0,365,719
calibration,a_with_idle_b,6,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,6,0,ok,1,100,34282,99.789825439453125,100.18816375732422,19375.075642965785,0.0071680000983178616,9.9789825439453139,1,-1,0,1,2,4241568027181919,4241568027184207,4241568027338850,1790062944078906368,4241568037318164,4241568037318546,4241568037318588,4241568037319307,0,0,4241568027180044,4241568037318534,4241568037320023,4241568037321998,4241568038023220,0.38200000000000001,nan,nan,nan,1.9750000000000001,703.197,705.05600000000004,1790062944089587712,1790062944089587712,4241568038016087,4241568038008954,4241568038023220,14131,2348.5,1,1.859,697.923,690.78999999999996,705.05600000000004,1,1,1,4241568038023453,4241568038023724,4241568127525733,378,734
live-handoff,serial-destroy,6,1,ok,1,100,34282,99.790847778320312,nan,nan,0.0071680000983178616,9.979084777832032,1,0,0,1,2,4241568237411076,4241568237414169,4241568237567921,1790062944289131520,4241568247547283,4241568247547610,4241568247547702,4241568247548134,4241568247548747,4241568408041428,4241568237408816,4241568408042102,4241568408044912,4241568408048573,4241568408156502,0.32700000000000001,160492.68100000001,160494.14499999999,3.484,3.661,111.59,160609.21900000001,1790062944459713536,1790062944459713536,4241568408147703.5,4241568408138984,4241568408156423,13704,4331.5,1,160497.62899999999,160600.42050000001,160591.701,160609.14000000001,1,-1,0,0,0,0,383,749
live-handoff,idle,6,2,ok,1,100,34282,99.790847778320312,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241568629540421,4241568629540688,4241568629540731,4241568629541441,0,0,4241568629535924,4241568629540738,4241568629542680,4241568629545124,4241568629554551,0.26700000000000002,nan,nan,nan,2.444,11.871,14.130000000000001,1790062944681108480,1790062944681108480,4241568629548556.5,4241568629542680,4241568629554433,11748,-425.5,1,2.2589999999999999,8.1355000000000004,2.2589999999999999,14.012,0,0,1,4241568629554728,4241568629554981,0,0,764
calibration,a_with_idle_b,7,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,7,0,ok,1,100,34282,99.789825439453125,nan,nan,0.0071680000983178616,9.9789825439453139,1,0,0,1,2,4241568845897094,4241568845899583,4241568846053669,1790062944897605632,4241568856032887,4241568856033276,4241568856033303,4241568856033666,4241568856034290,4241569015483565,4241568845894737,4241569015484152,4241569015486166,4241569015489102,4241569015597025,0.38900000000000001,159449.27499999999,159450.67800000001,2.601,2.9359999999999999,110.85899999999999,159564.13800000001,1790062945067143168,1790062945067143168,4241569015589000.5,4241569015581540,4241569015596461,12573,2721,1,159453.27900000001,159556.11350000001,159548.65299999999,159563.57399999999,1,-1,0,0,0,0,400,779
live-handoff,idle,7,1,ok,1,100,34282,99.790847778320312,nan,nan,0.0081919999793171883,0,0,-1,0,1,2,0,0,0,0,4241569236013934,4241569236014218,4241569236014259,4241569236015093,0,0,4241569236012109,4241569236014232,4241569236047649,4241569236053105,4241569236063345,0.28399999999999997,nan,nan,nan,5.4560000000000004,15.696,49.411000000000001,1790062945287604224,1790062945287605248,4241569236055479,4241569236048337,4241569236062621,14284,624,1,33.715000000000003,41.545000000000002,34.402999999999999,48.686999999999998,0,0,1,4241569236063585,4241569236063824,0,0,794
live-handoff,live-handoff,7,2,ok,1,100,34282,99.789825439453125,100.19020843505859,19374.680237203211,0.0061440002173185349,9.9789825439453139,1,-1,0,1,2,4241569345767544,4241569345769550,4241569345924006,1790062945397467136,4241569355903210,4241569355903435,4241569355903453,4241569355903817,0,0,4241569345765435,4241569355903774,4241569355905600,4241569355907850,4241569356606862,0.22500000000000001,nan,nan,nan,2.25,701.26199999999994,703.65200000000004,1790062945408146432,1790062945408146432,4241569356599430,4241569356591998,4241569356606862,14683,2301,1,2.3900000000000001,696.22000000000003,688.78800000000001,703.65200000000004,1,1,1,4241569356607050,4241569356607314,4241569446113728,409,809
calibration,a_with_idle_b,8,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,idle,8,0,ok,1,100,34282,99.790847778320312,nan,nan,0.0092160003259778023,0,0,-1,0,1,2,0,0,0,0,4241569662741491,4241569662741850,4241569662741911,4241569662742370,0,0,4241569662740239,4241569662742004,4241569662745476,4241569662750567,4241569662761904,0.35899999999999999,nan,nan,nan,5.0910000000000002,16.428000000000001,20.413,1790062945714294784,1790062945714294784,4241569662753842.5,4241569662746571,4241569662761114,14543,42.5,1,3.9849999999999999,12.3515,5.0800000000000001,19.623000000000001,0,0,1,4241569662762198,4241569662762473,0,0,824
live-handoff,live-handoff,8,1,ok,1,100,34282,99.790847778320312,100.19123077392578,19374.482540373927,0.0061440002173185349,9.979084777832032,1,-1,0,1,2,4241569772532920,4241569772535844,4241569772689906,1790062945824225280,4241569782669261,4241569782669577,4241569782669707,4241569782670010,0,0,4241569772530950,4241569782670047,4241569782673789,4241569782678957,4241569783373160,0.316,nan,nan,nan,5.1680000000000001,699.37099999999998,703.899,1790062945834904576,1790062945834904576,4241569783365662.5,4241569783358165,4241569783373160,15220,2134,1,4.5279999999999996,696.40150000000006,688.904,703.899,1,1,1,4241569783373463,4241569783373704,4241569872881239,426,839
live-handoff,serial-destroy,8,2,ok,1,100,34282,99.789825439453125,nan,nan,0.0071680000983178616,9.9789825439453139,1,0,0,1,2,4241569982780828,4241569982783917,4241569982936707,1790062946034467840,4241569992915979,4241569992916486,4241569992916582,4241569992916943,4241569992917703,4241570178405728,4241569982778703,4241570178410324,4241570178433045,4241570178447781,4241570178543173,0.50700000000000001,185488.02499999999,185489.74900000001,27.317,14.736000000000001,110.128,185627.19399999999,1790062946230066176,1790062946230066176,4241570178532773.5,4241570178523693,4241570178541854,14198,4831.5,1,185517.06599999999,185616.79449999999,185607.71400000001,185625.875,1,-1,0,0,0,0,431,854
calibration,a_with_idle_b,9,0,ok,1,100,34282,99.788803100585938,99.788803100585938,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,9,0,ok,1,100,34282,99.789825439453125,100.18816375732422,19375.075642965785,0.0071680000983178616,9.9789825439453139,1,-1,0,1,2,4241570533220159,4241570533222493,4241570533374343,1790062946584895488,4241570543353596,4241570543353906,4241570543353995,4241570543354634,0,0,4241570533216819,4241570543353924,4241570543355578,4241570543361034,4241570544058121,0.31,nan,nan,nan,5.4560000000000004,702.54300000000001,704.52499999999998,1790062946595575808,1790062946595575808,4241570544051036.5,4241570544043952,4241570544058121,14176,2822,1,1.982,697.44050000000004,690.35599999999999,704.52499999999998,1,1,1,4241570544058289,4241570544058525,4241570633562350,444,869
live-handoff,serial-destroy,9,1,ok,1,100,34282,99.790847778320312,nan,nan,0.0081919999793171883,9.979084777832032,1,0,0,1,2,4241570743524939,4241570743528447,4241570743682598,1790062946795199488,4241570753662214,4241570753662529,4241570753662623,4241570753662998,4241570753663699,4241570917644704,4241570743523118,4241570917645305,4241570917648090,4241570917653517,4241570917756887,0.315,163981.005,163982.48999999999,3.3860000000000001,5.4269999999999996,108.797,164094.67300000001,1790062946969267200,1790062946969267200,4241570917748480.5,4241570917740074,4241570917756887,14082,3546,1,163985.87599999999,164086.2665,164077.85999999999,164094.67300000001,1,-1,0,0,0,0,449,884
live-handoff,idle,9,2,ok,1,100,34282,99.789825439453125,nan,nan,0.0081919999793171883,0,0,-1,0,1,2,0,0,0,0,4241571140558160,4241571140558462,4241571140558508,4241571140559373,0,0,4241571140556756,4241571140558516,4241571140561994,4241571140566863,4241571140576926,0.30199999999999999,nan,nan,nan,4.8689999999999998,14.932,18.765999999999998,1790062947192082432,1790062947192082432,4241571140569843,4241571140562760,4241571140576926,14680,154,1,3.8340000000000001,11.683,4.5999999999999996,18.765999999999998,0,0,1,4241571140577165,4241571140577409,0,0,899
calibration,a_only,0,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
calibration,a_with_idle_b,0,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,live-handoff,0,0,ok,1,1000,342818,997.82861328125,998.21771240234375,19446.077770305073,0.0061440002173185349,99.782861328125009,1,-1,0,1,2,4241574384024305,4241574384026975,4241574384181380,1790062950435629056,4241574483964456,4241574483964743,4241574483964794,4241574483965373,0,0,4241574384021831,4241574483964791,4241574483966369,4241574483968504,4241574485088223,0.28699999999999998,nan,nan,nan,2.1349999999999998,1121.854,1123.7670000000001,1790062950536530944,1790062950536530944,nan,nan,nan,14863,18854.5,0,1.913,nan,nan,nan,1,1,1,4241574485088426,4241574485088643,4241575382425310,474,917
live-handoff,serial-destroy,0,1,ok,1,1000,342818,997.82965087890625,nan,nan,0.0081919999793171883,99.782965087890631,1,0,0,1,2,4241576390612638,4241576390616455,4241576390769906,1790062952442179584,4241576490553044,4241576490553351,4241576490553458,4241576490553948,4241576490554721,4241577466567192,4241576390610541,4241577466568046,4241577466570916,4241577466575492,4241577466681925,0.307,976012.47100000002,976014.14800000004,3.7240000000000002,4.5759999999999996,111.009,976128.88100000005,1790062953518067712,1790062953518067712,nan,nan,nan,15708,21209.5,0,976017.87199999997,nan,nan,nan,1,-1,0,0,0,0,479,932
live-handoff,idle,0,2,ok,1,1000,342818,997.82965087890625,nan,nan,0.0051199998706579208,0,0,-1,0,1,2,0,0,0,0,4241578589752115,4241578589752369,4241578589752402,4241578589753169,0,0,4241578589747221,4241578589752469,4241578589754441,4241578589757342,4241578589767041,0.254,nan,nan,nan,2.9009999999999998,12.6,14.926,1790062954641131520,1790062954641131520,4241578589760470,4241578589754441,4241578589766499,12831,154,1,2.3260000000000001,8.3550000000000004,2.3260000000000001,14.384,0,0,1,4241578589767268,4241578589767523,0,0,947
calibration,a_with_idle_b,1,0,ok,1,1000,342818,997.82757568359375,997.82757568359375,nan,nan,nan,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,nan,nan,nan,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,0,nan,nan,nan,nan,-1,-1,-1,0,0,0,0,0
live-handoff,serial-destroy,1,0,ok,1,1000,342818,997.82965087890625,nan,nan,0.0071680000983178616,99.782965087890631,1,0,0,1,2,4241580602570777,4241580602575558,4241580602727636,1790062956654056448,4241580702510995,4241580702511403,4241580702511524,4241580702512052,4241580702512586,4241581675029472,4241580602566001,4241581675029961,4241581675032670,4241581675036405,4241581675143232,0.40799999999999997,972516.88600000006,972518.47699999996,3.198,3.7349999999999999,110.562,972632.23699999996,1790062957726447616,1790062957726447616,nan,nan,nan,15319,20605.5,0,972521.67500000005,nan,nan,nan,1,-1,0,0,0,0,496,962
